"Name","OverallScore","SyntaxValid","SyntaxErrors","DocScore","MissingSections","SecurityScore","SecurityIssues","ErrorHandlingScore","CodeQualityScore","Path"
"Get Vcredistdetection.ps1","57","False","1","67",".EXAMPLE","100","","80","78","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Get Vcredistdetection.ps1"
"Getenrollmentdatetime.ps1","49","False","1","67",".EXAMPLE","100","","30","100","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Getenrollmentdatetime.ps1"
"Grouptagwithoutap.ps1","39","False","1","67",".EXAMPLE","60","Potential hardcoded credential detected","30","72","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Grouptagwithoutap.ps1"
"Hybridconnectorfixer.ps1","56","False","1","67",".EXAMPLE","100","","80","68","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Remediation-Scripts\Hybridconnectorfixer.ps1"
"Import Configmgrapplication.ps1","57","False","1","67",".EXAMPLE","100","","100","40","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Import Configmgrapplication.ps1"
"Import Entradynamicdevicegroup.ps1","60","False","1","67",".EXAMPLE","100","","100","64","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Import Entradynamicdevicegroup.ps1"
"Import Entradynamicusergroup.ps1","59","False","1","67",".EXAMPLE","100","","100","60","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Import Entradynamicusergroup.ps1"
"Import Intunedeviceconfigurationprofile.ps1","58","False","1","100","","100","","80","16","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Import Intunedeviceconfigurationprofile.ps1"
"Install (Case Conflict).ps1","49","False","1","67",".EXAMPLE","100","","30","98","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Install (Case Conflict).ps1"
"Install Cloudlaps Schtask.ps1","50","False","1","100","","70","Security risk: Contains pattern 'ConvertTo-SecureString.*-AsPlainText'","80","0","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Install Cloudlaps Schtask.ps1"
"Install Msintunendesserver.ps1","50","False","1","100","","70","Security risk: Contains pattern 'Invoke-Expression'","80","0","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Install Msintunendesserver.ps1"
"Install Printer.ps1","68","False","1","100","","100","","100","82","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Install Printer.ps1"
"Install Vcredist.ps1","64","False","1","100","","100","","80","76","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Install Vcredist.ps1"
"Install Windows Updates.ps1","59","False","1","67",".EXAMPLE","100","","80","100","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Install Windows Updates.ps1"
"Install Winget.ps1","58","False","1","67",".EXAMPLE","100","","80","90","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Install Winget.ps1"
"Install.ps1","41","False","1","67",".EXAMPLE","100","","0","76","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Install.ps1"
"Installchromeifoobecomplete.ps1","57","False","1","67",".EXAMPLE","100","","70","98","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Installchromeifoobecomplete.ps1"
"Installentramodule.ps1","47","False","1","67",".EXAMPLE","100","","30","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Installentramodule.ps1"
"Installoffice.ps1","56","False","1","67",".EXAMPLE","100","","80","70","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Installoffice.ps1"
"Installtask.ps1","41","False","1","67",".EXAMPLE","100","","0","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Installtask.ps1"
"Interface.ps1","47","False","1","67",".EXAMPLE","100","","30","76","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Interface.ps1"
"Intune Compliance Sensor Battery Health.ps1","41","False","1","67",".EXAMPLE","100","","0","74","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Intune Compliance Sensor Battery Health.ps1"
"Intune Compliance Sensor Dcm Warranty Expire.ps1","46","False","1","67",".EXAMPLE","100","","30","70","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Intune Compliance Sensor Dcm Warranty Expire.ps1"
"Intune Compliance Sensor Memory Health.ps1","41","False","1","67",".EXAMPLE","100","","0","74","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Intune Compliance Sensor Memory Health.ps1"
"Intune Compliance Sensor Wmi Chassis Intrusion.ps1","40","False","1","67",".EXAMPLE","100","","0","66","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Intune Compliance Sensor Wmi Chassis Intrusion.ps1"
"Intune Compliance Sensor Wmi Hdd Health.ps1","47","False","1","67",".EXAMPLE","100","","30","76","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Intune Compliance Sensor Wmi Hdd Health.ps1"
"Intune Detection BIOS Adminpw Change.ps1","55","False","1","67",".EXAMPLE","100","","80","60","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Intune Detection BIOS Adminpw Change.ps1"
"Intune Detection BIOS Adminpw Setting.ps1","50","False","1","67",".EXAMPLE","100","","50","64","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Intune Detection BIOS Adminpw Setting.ps1"
"Intune Detection BIOS Thermalmode Setting.ps1","50","False","1","67",".EXAMPLE","100","","50","68","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Intune Detection BIOS Thermalmode Setting.ps1"
"Intune Remediation BIOS Adminpw Setting.ps1","50","False","1","100","","100","","30","40","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Intune Remediation BIOS Adminpw Setting.ps1"
"Intune Remediation BIOS Thermalmode Setting.ps1","49","False","1","67",".EXAMPLE","100","","50","56","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Intune Remediation BIOS Thermalmode Setting.ps1"
"Intune Retreive BIOS Version.ps1","48","False","1","100","","100","","0","76","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Intune Retreive BIOS Version.ps1"
"Intune Retreive Cpuinfo.ps1","47","False","1","100","","100","","0","72","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Intune Retreive Cpuinfo.ps1"
"Intune Retreive Manufacturer.ps1","47","False","1","100","","100","","0","74","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Intune Retreive Manufacturer.ps1"
"Intune Retreive Servicetag.ps1","48","False","1","100","","100","","0","76","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Intune Retreive Servicetag.ps1"
"Intune.GraphAPI.Modern.ps1","64","False","1","100","","100","","80","78","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\Device-Management\Intune.GraphAPI.Modern.ps1"
"Intune.Graphapi.Modern.ps1","64","False","1","100","","100","","80","76","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Intune.Graphapi.Modern.ps1"
"Intunefilter Export.ps1","64","False","1","100","","100","","80","82","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Intunefilter Export.ps1"
"Intunefilter Get.ps1","65","False","1","100","","100","","80","86","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Intunefilter Get.ps1"
"Intunefilter Import Fromjson.ps1","64","False","1","100","","100","","80","84","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Intunefilter Import Fromjson.ps1"
"Intunegraph Example.ps1","49","False","1","67",".EXAMPLE","100","","30","98","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Intunegraph Example.ps1"
"Intunegraph Winreporting Script.ps1","45","False","1","67",".EXAMPLE","60","Potential hardcoded credential detected","100","0","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Intunegraph Winreporting Script.ps1"
"Intunepoliciesandassignmentsreport.ps1","47","False","1","67",".EXAMPLE","100","","30","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Intunepoliciesandassignmentsreport.ps1"
"IntunePoliciesAndAssignmentsReport.ps1","34","False","1","0",".SYNOPSIS, .DESCRIPTION, .EXAMPLE","100","","30","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\IntunePoliciesAndAssignmentsReport.ps1"
"Invoke BIOSinventorytola.ps1","67","False","1","100","","100","","100","66","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Invoke BIOSinventorytola.ps1"
"Invoke Bitlockerkeyissuedetection.ps1","55","False","1","67",".EXAMPLE","100","","80","52","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Invoke Bitlockerkeyissuedetection.ps1"
"Invoke Bitlockerkeyissueremediation.ps1","50","False","1","67",".EXAMPLE","100","","80","4","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Remediation-Scripts\Invoke Bitlockerkeyissueremediation.ps1"
"Invoke Custominventory.ps1","60","False","1","100","","100","","100","0","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Invoke Custominventory.ps1"
"Invoke Delayedtargetinggroup.ps1","58","False","1","67",".EXAMPLE","100","","80","90","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Reporting-Analytics\Invoke Delayedtargetinggroup.ps1"
"Invoke Deviceaction Set.ps1","63","False","1","100","","100","","80","72","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Invoke Deviceaction Set.ps1"
"Invoke Downloadappimage.ps1","67","False","1","100","","100","","100","72","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Invoke Downloadappimage.ps1"
"Invoke Hpdriverupdate.ps1","56","False","1","100","","100","","80","0","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Invoke Hpdriverupdate.ps1"
"Invoke Intunebiosupdate Detect.ps1","58","False","1","100","","70","Security risk: Contains pattern 'Invoke-Expression'","100","36","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Invoke Intunebiosupdate Detect.ps1"
"Invoke Intunebiosupdate Remediate.ps1","50","False","1","100","","70","Security risk: Contains pattern 'Invoke-Expression'","80","0","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Remediation-Scripts\Invoke Intunebiosupdate Remediate.ps1"
"Invoke Msintunedriverupdate.ps1","51","False","1","67",".EXAMPLE","100","","80","12","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Invoke Msintunedriverupdate.ps1"
"Invoke Onedrivesetupupdate.ps1","56","False","1","100","","100","","80","0","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Invoke Onedrivesetupupdate.ps1"
"Iosappprovisioningprofile Analysis.ps1","64","False","1","100","","100","","80","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Iosappprovisioningprofile Analysis.ps1"
"Isoobecomplete.ps1","41","False","1","67",".EXAMPLE","100","","0","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Isoobecomplete.ps1"
"Lockscreenchange.ps1","41","False","1","67",".EXAMPLE","100","","0","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Lockscreenchange.ps1"
"Loganalytics Example.ps1","59","False","1","67",".EXAMPLE","100","","80","96","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Loganalytics Example.ps1"
"Macos Mdatp DEPloyment Add Assign.ps1","59","False","1","100","","100","","80","30","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Macos Mdatp DEPloyment Add Assign.ps1"
"Macos Mdatp DEPloyment Add.ps1","63","False","1","100","","100","","80","70","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Macos Mdatp DEPloyment Add.ps1"
"Managedapppolicy Add Assign.ps1","63","False","1","100","","100","","80","74","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Managedapppolicy Add Assign.ps1"
"Managedapppolicy Add.ps1","65","False","1","100","","100","","80","88","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Managedapppolicy Add.ps1"
"Managedapppolicy Appregistrationsummary.ps1","62","False","1","100","","100","","80","62","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Managedapppolicy Appregistrationsummary.ps1"
"Managedapppolicy Export.ps1","63","False","1","100","","100","","80","66","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Managedapppolicy Export.ps1"
"Managedapppolicy Get.ps1","62","False","1","100","","100","","80","60","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Managedapppolicy Get.ps1"
"Managedapppolicy Import Fromjson.ps1","64","False","1","100","","100","","80","84","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Managedapppolicy Import Fromjson.ps1"
"Managedapppolicy Mobileappidentifier Get.ps1","64","False","1","100","","100","","80","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Managedapppolicy Mobileappidentifier Get.ps1"
"Managedapppolicy Remove.ps1","64","False","1","100","","100","","80","82","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Managedapppolicy Remove.ps1"
"Managedapppolicy Wip Add Assign.ps1","61","False","1","100","","100","","80","48","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Managedapppolicy Wip Add Assign.ps1"
"Managedapppolicy Wip Add.ps1","62","False","1","100","","100","","80","64","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Managedapppolicy Wip Add.ps1"
"Managedapppolicy Wipe.ps1","64","False","1","100","","100","","80","78","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Managedapppolicy Wipe.ps1"
"Manageddeviceoverview Get.ps1","65","False","1","100","","100","","80","88","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Manageddeviceoverview Get.ps1"
"Manageddevices Add Toaadgroup.ps1","62","False","1","100","","100","","80","58","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Manageddevices Add Toaadgroup.ps1"
"Manageddevices Apps Get.ps1","64","False","1","100","","100","","80","78","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Manageddevices Apps Get.ps1"
"Manageddevices Deviceownership Set.ps1","63","False","1","100","","100","","80","66","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Manageddevices Deviceownership Set.ps1"
"Manageddevices Get Paging.ps1","65","False","1","100","","100","","80","88","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Manageddevices Get Paging.ps1"
"Manageddevices Get.ps1","64","False","1","100","","100","","80","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Manageddevices Get.ps1"
"Manageddevices Hardware Get.ps1","63","False","1","100","","100","","80","70","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Manageddevices Hardware Get.ps1"
"Manageddevices iOS Passcodereset Export.ps1","64","False","1","100","","100","","80","82","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Manageddevices iOS Passcodereset Export.ps1"
"Managedgoogleplay Sync.ps1","65","False","1","100","","100","","80","88","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Managedgoogleplay Sync.ps1"
"Mapdrives.ps1","38","False","1","67",".EXAMPLE","60","Potential hardcoded credential detected","30","70","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Mapdrives.ps1"
"Mdmcertcheck.ps1","41","False","1","67",".EXAMPLE","100","","0","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Mdmcertcheck.ps1"
"Memory Usage Detection.ps1","66","False","1","100","","100","","80","98","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Memory Usage Detection.ps1"
"Mobileappconfiguration Get.ps1","63","False","1","100","","100","","80","68","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Mobileappconfiguration Get.ps1"
"Monitor Intuneappleconnectors.ps1","68","False","1","100","","100","","100","78","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Application-Management\Monitor Intuneappleconnectors.ps1"
"Mrtbone Set Mgazureautomationaccountpermissions.ps1","54","False","1","100","","100","","30","76","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Device-Management\Mrtbone Set Mgazureautomationaccountpermissions.ps1"
"Ms Point And Print Detection.ps1","51","False","1","67",".EXAMPLE","100","","50","78","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Ms Point And Print Detection.ps1"
"Ms Point And Print Remediation.ps1","51","False","1","67",".EXAMPLE","100","","50","76","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Remediation-Scripts\Ms Point And Print Remediation.ps1"
"Msdt Detect.ps1","51","False","1","67",".EXAMPLE","100","","50","80","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Compliance-Detection\Msdt Detect.ps1"
"Msdt Remediate.ps1","43","False","1","67",".EXAMPLE","100","","0","100","C:\Users\wesle\Dropbox\GITHUB\06 - COMPLETED TOOLS\TECH-Azure-Intune-Management-PowerShell-Device-Policy-Enterprise\Intune\PowerShell-Scripts\Remediation-Scripts\Msdt Remediate.ps1"
